QueryName,QuerySMILES,TargetCompoundName,TargetSMILES,Similarity
熊果酸,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,C/C(=C\C1=CC=C(C=C1)Cl)/C(=N\O)/C,AP-18,0.24417181536163657
熊果酸,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,C[C@H]1[C@@H](C[C@H](N1S(=O)(=O)C2=CC=C(C=C2)F)C(=O)NCC3=CC(=NC=C3C(F)(F)F)C4=CN=C(N=C4)C(F)(F)F)F,GDC-0334,0.28523306193211817
熊果酸,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,C[C@H]1CC[C@]2([C@H]([C@]1(C)CCC3(CCC(OO3)[C@@H](C)C(=O)O)C)CCCC2=C)C,hTRPA1-IN-1,0.2928024720563766
熊果酸,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,CC(C)C1=CC=C(C=C1)NC(=O)CN2C=NC3=C2C(=O)N(C(=O)N3C)C,HC-030031,0.29990852889892805
熊果酸,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,C1=CC(=C(C=C1I)F)C#N,2-Fluoro-4-iodobenzonitrile,0.47876833561472865
熊果酸,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,CC/C=C\C[C@@H]([C@@H](/C=C/C=C/C=C\C=C\[C@H](C/C=C\CCC(=O)O)O)O)O,Resolvin D2,0.35504724070148697
熊果酸,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,C1CC[C@@]([C@@H](C1)NC2=CC=C(C=C2)F)(C(F)(F)F)O,BAY-390,0.26769890020074355
熊果酸,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,CC1=NC2=C(C(=O)N1CC3=NC(=NO3)[C@H]4C[C@@H](OC4)C5=CC=C(C=C5)Cl)N(C=N2)C,GDC-6599,0.28697339847386116
豆甾醇,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,C1CCC(C1)(C(=O)N2CCN(CC2)C3=CC=C(C=C3)C(F)(F)F)NC4=CC=C(C=C4)C#N,TRPA1-IN-2,0.31021829879274854
豆甾醇,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,C/C(=C\C1=CC=C(C=C1)Cl)/C(=N\O)/C,AP-18,0.22560128316260603
豆甾醇,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,C[C@H]1[C@@H](C[C@H](N1S(=O)(=O)C2=CC=C(C=C2)F)C(=O)NCC3=CC(=NC=C3C(F)(F)F)C4=CN=C(N=C4)C(F)(F)F)F,GDC-0334,0.25479534158191297
