QueryName,QuerySMILES,TargetCompoundName,TargetSMILES,Similarity
槲皮素,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,CC(CC(=O)C)C(=C1SCCS1)C2=CC=CC=C2,TRPV2-selective blocker 1,0.4299188248878628
槲皮素,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,CCCN(C)C1=NC(=NC(=C1)C(F)(F)F)SCCC(=O)NCC2=CC=CO2,SET2,0.33917466516179995
槲皮素,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,CCOC(C1=C(C=CC2=C1OC(=O)C=C2)OC)C(C(=C)C)O,Murpanicin,0.3345991660521166
齐墩果酸,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,CC(CC(=O)C)C(=C1SCCS1)C2=CC=CC=C2,TRPV2-selective blocker 1,0.5017822050741632
齐墩果酸,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,CCCN(C)C1=NC(=NC(=C1)C(F)(F)F)SCCC(=O)NCC2=CC=CO2,SET2,0.2630807118646862
齐墩果酸,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,CCOC(C1=C(C=CC2=C1OC(=O)C=C2)OC)C(C(=C)C)O,Murpanicin,0.3111372395039257
鸡屎藤次苷甲酯,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1[C@@H](C=C2CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,CC(CC(=O)C)C(=C1SCCS1)C2=CC=CC=C2,TRPV2-selective blocker 1,0.44841892754521506
鸡屎藤次苷甲酯,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1[C@@H](C=C2CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,CCCN(C)C1=NC(=NC(=C1)C(F)(F)F)SCCC(=O)NCC2=CC=CO2,SET2,0.2720244881493027
鸡屎藤次苷甲酯,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1[C@@H](C=C2CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,CCOC(C1=C(C=CC2=C1OC(=O)C=C2)OC)C(C(=C)C)O,Murpanicin,0.2904088141157183
车叶草苷,CC(=O)OCC1=C[C@H]2[C@H]3[C@@H]1[C@@H](OC=C3C(=O)O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,CC(CC(=O)C)C(=C1SCCS1)C2=CC=CC=C2,TRPV2-selective blocker 1,0.4482694476127365
